messageId,T1,T2,T2_5,T3,T4,RTT_Total,MQTT_to_WebSocket,WebSocket_Processing,Django_Processing,Django_to_Frontend,Frontend_to_MQTT
msg_1754892637877_06j9vrdzp,1754892637877,1754892638093,1754892638174,1754892638176,1754892638403,526,216,81,81,2,227
msg_1754892640879_f6leuelvr,1754892640879,1754892641100,1754892641155,1754892641156,1754892641383,504,221,55,55,1,227
msg_1754892643892_08g1mn6as,1754892643892,1754892644112,1754892644193,1754892644194,1754892644420,528,220,81,81,1,226
msg_1754892646906_y9xxlxink,1754892646906,1754892647127,1754892647170,1754892647171,1754892647399,493,221,43,43,1,228
msg_1754892649919_wtgut1zsz,1754892649919,1754892650135,1754892650223,1754892650224,1754892650453,534,216,88,88,1,229
msg_1754892652925_nnxifioxi,1754892652925,1754892653143,1754892653190,1754892653191,1754892653421,496,218,47,47,1,230
msg_1754892655928_bfptmqra2,1754892655928,1754892656147,1754892656196,1754892656197,1754892656428,500,219,49,49,1,231
msg_1754892658944_02ij9r2ut,1754892658944,1754892659163,1754892659241,1754892659242,1754892659466,522,219,78,78,1,224
msg_1754892661953_76bovl015,1754892661953,1754892662170,1754892662213,1754892662214,1754892662439,486,217,43,43,1,225
msg_1754892664962_him8gcjyq,1754892664962,1754892665181,1754892665262,1754892665263,1754892665492,530,219,81,81,1,229
msg_1754892667977_ikv3nmpn9,1754892667977,1754892668381,1754892668430,1754892668431,1754892668662,685,404,49,49,1,231
msg_1754892670982_5v435jr8n,1754892670982,1754892671198,1754892671256,1754892671256,1754892671484,502,216,58,58,,228
msg_1754892673986_iqrxdcl2w,1754892673986,1754892674205,1754892674288,1754892674289,1754892674516,530,219,83,83,1,227
msg_1754892676992_cxff4f7lz,1754892676992,1754892677208,1754892677258,1754892677260,1754892677488,496,216,50,50,2,228
msg_1754892679996_4i1nnzfvy,1754892679996,1754892680215,1754892680264,1754892680266,1754892680494,498,219,49,49,2,228
msg_1754892683005_mknu9gpiy,1754892683005,1754892683225,1754892683307,1754892683307,1754892683536,531,220,82,82,,229
msg_1754892686008_z6bipmdtn,1754892686008,1754892686226,1754892686272,1754892686273,1754892686499,491,218,46,46,1,226
msg_1754892689016_qt9ujnk16,1754892689016,1754892689232,1754892689280,1754892689281,1754892689511,495,216,48,48,1,230
msg_1754892692031_3dnrb0on8,1754892692031,1754892692247,1754892692332,1754892692333,1754892692557,526,216,85,85,1,224
msg_1754892695035_02856n2d9,1754892695035,1754892695252,1754892695302,1754892695303,1754892695531,496,217,50,50,1,228
msg_1754892698048_kzobpb1hi,1754892698048,1754892698266,1754892698348,1754892698348,1754892698576,528,218,82,82,,228
msg_1754892701049_vbedt6ysq,1754892701049,1754892701264,1754892701305,1754892701306,1754892701530,481,215,41,41,1,224
msg_1754892704055_mm8x6xymf,1754892704055,1754892704275,1754892704325,1754892704326,1754892704553,498,220,50,50,1,227
msg_1754892707060_3iu6vu8eq,1754892707060,1754892707281,1754892707324,1754892707325,1754892707552,492,221,43,43,1,227
msg_1754892710066_r8vegnn0d,1754892710066,1754892710285,1754892710344,1754892710344,1754892710570,504,219,59,59,,226
msg_1754892713070_aeimctb76,1754892713070,1754892713290,1754892713337,1754892713338,1754892713562,492,220,47,47,1,224
msg_1754892716076_7298lkwp5,1754892716076,1754892716295,1754892716373,1754892716374,1754892716597,521,219,78,78,1,223
msg_1754892719078_n61sq8f1j,1754892719078,1754892719295,1754892719341,1754892719342,1754892719567,489,217,46,46,1,225
msg_1754892722079_j2u26gzps,1754892722079,1754892722297,1754892722342,1754892722343,1754892722571,492,218,45,45,1,228
msg_1754892725094_26krhqxb4,1754892725094,1754892725313,1754892725393,1754892725395,1754892725620,526,219,80,80,2,225
msg_1754892728094_tblinzqlb,1754892728094,1754892728309,1754892728393,1754892728394,1754892728619,525,215,84,84,1,225
msg_1754892731107_1sjeaxi3h,1754892731107,1754892731322,1754892731399,1754892731400,1754892731631,524,215,77,77,1,231
msg_1754892734113_21wdwjjqp,1754892734113,1754892734331,1754892734377,1754892734378,1754892734604,491,218,46,46,1,226
msg_1754892737112_xud0m7mia,1754892737112,1754892737332,1754892737376,1754892737377,1754892737605,493,220,44,44,1,228
msg_1754892740113_750eua0l9,1754892740113,1754892740332,1754892740377,1754892740379,1754892740605,492,219,45,45,2,226
msg_1754892743118_2a2lbxes8,1754892743118,1754892743337,1754892743382,1754892743383,1754892743610,492,219,45,45,1,227
msg_1754892746117_f971mwnx6,1754892746117,1754892746333,1754892746411,1754892746412,1754892746637,520,216,78,78,1,225
msg_1754892749119_br8vpiyry,1754892749119,1754892749335,1754892749377,1754892749378,1754892749607,488,216,42,42,1,229
msg_1754892752126_2fx05agwt,1754892752126,1754892752346,1754892752392,1754892752393,1754892752622,496,220,46,46,1,229
msg_1754892755130_04c6zrtqk,1754892755130,1754892755351,1754892755391,1754892755393,1754892755617,487,221,40,40,2,224
msg_1754892758134_houg6hknl,1754892758134,1754892758352,1754892758500,1754892758501,1754892758727,593,218,148,148,1,226
msg_1754892761136_pcnl7lz4a,1754892761136,1754892761353,1754892761401,1754892761402,1754892761626,490,217,48,48,1,224
msg_1754892764144_03ah61edc,1754892764144,1754892764363,1754892764410,1754892764411,1754892764638,494,219,47,47,1,227
msg_1754892767147_jbmmgufph,1754892767148,1754892767368,1754892767412,1754892767413,1754892767640,492,220,44,44,1,227
msg_1754892770148_0cunozx7m,1754892770148,1754892770373,1754892770418,1754892770419,1754892770646,498,225,45,45,1,227
msg_1754892773154_gopm2p2qf,1754892773154,1754892773370,1754892773420,1754892773421,1754892773648,494,216,50,50,1,227
msg_1754892776165_ykafijmse,1754892776165,1754892776382,1754892776437,1754892776438,1754892776666,501,217,55,55,1,228
msg_1754892779165_2qd3ozcna,1754892779165,1754892779382,1754892779534,1754892779535,1754892779764,599,217,152,152,1,229
msg_1754892782168_vopmtfczz,1754892782168,1754892782386,1754892782437,1754892782438,1754892782663,495,218,51,51,1,225
msg_1754892785181_w3h7t931i,1754892785181,1754892785397,1754892785479,1754892785481,1754892785707,526,216,82,82,2,226
msg_1754892788191_pkc6mf7gx,1754892788191,1754892788407,1754892788455,1754892788456,1754892788684,493,216,48,48,1,228
msg_1754892791193_e0sjwr0o5,1754892791193,1754892791412,1754892791455,1754892791457,1754892791686,493,219,43,43,2,229
msg_1754892794208_wd40bb3jj,1754892794208,1754892794426,1754892794472,1754892794473,1754892794700,492,218,46,46,1,227
msg_1754892797217_dti7ll1nx,1754892797217,1754892797437,1754892797524,1754892797525,1754892797753,536,220,87,87,1,228
msg_1754892800228_8i4utvjs8,1754892800228,1754892800445,1754892800491,1754892800492,1754892800717,489,217,46,46,1,225
msg_1754892803241_8r3burljx,1754892803241,1754892803461,1754892803646,1754892803647,1754892803875,634,220,185,185,1,228
msg_1754892806248_63lj0w4xe,1754892806248,1754892806467,1754892806550,1754892806551,1754892806775,527,219,83,83,1,224
msg_1754892809253_un9ug25v3,1754892809253,1754892809468,1754892809517,1754892809518,1754892809750,497,215,49,49,1,232
msg_1754892812257_r5ivwywad,1754892812257,1754892812477,1754892812557,1754892812558,1754892812782,525,220,80,80,1,224
msg_1754892815259_sg1zgdruw,1754892815259,1754892815480,1754892815530,1754892815531,1754892815762,503,221,50,50,1,231
msg_1754892818262_p6afw6ieo,1754892818262,1754892818477,1754892818518,1754892818519,1754892818743,481,215,41,41,1,224
msg_1754892821267_sl7irgtad,1754892821267,1754892821483,1754892821530,1754892821531,1754892821756,489,216,47,47,1,225
msg_1754892824274_u41tius24,1754892824274,1754892824492,1754892824539,1754892824540,1754892824765,491,218,47,47,1,225
msg_1754892827281_mjemeil42,1754892827281,1754892827501,1754892827546,1754892827547,1754892827774,493,220,45,45,1,227
msg_1754892830290_knw65d4vd,1754892830290,1754892830507,1754892830555,1754892830556,1754892830785,495,217,48,48,1,229
msg_1754892833296_wmrtyx9ya,1754892833296,1754892833515,1754892833561,1754892833562,1754892833788,492,219,46,46,1,226
msg_1754892836305_d525bd27k,1754892836305,1754892836519,1754892836561,1754892836562,1754892836789,484,214,42,42,1,227
msg_1754892839312_unmvwi03t,1754892839312,1754892839527,1754892839569,1754892839570,1754892839799,487,215,42,42,1,229
msg_1754892842314_4w6rguw2n,1754892842314,1754892842532,1754892842577,1754892842578,1754892842804,490,218,45,45,1,226
msg_1754892845315_mxuwupd0d,1754892845315,1754892845532,1754892845574,1754892845575,1754892845804,489,217,42,42,1,229
msg_1754892848315_u84fep7oh,1754892848315,1754892848531,1754892848578,1754892848579,1754892848803,488,216,47,47,1,224
