messageId,T1,T2,T2_5,T3,T4,RTT_Total,MQTT_to_WebSocket,WebSocket_Processing,Django_Processing,Django_to_Frontend,Frontend_to_MQTT
msg_1754900179924_ejwts5pey,1754900179924,1754900180409,1754900180566,1754900180346,1754900180568,644,485,157,157,-220,222
msg_1754900182928_ksi1s4nsk,1754900182928,1754900183413,1754900183502,1754900183282,1754900183506,578,485,89,89,-220,224
msg_1754900185939_mcpyd71gn,1754900185939,1754900186425,1754900186579,1754900186360,1754900186579,640,486,154,154,-219,219
msg_1754900188949_its7n4pdw,1754900188949,1754900189438,1754900189569,1754900189349,1754900189570,621,489,131,131,-220,221
msg_1754900191954_hhac4le8j,1754900191954,1754900192443,1754900192598,1754900192378,1754900192595,641,489,155,155,-220,217
msg_1754900194958_oi0rqsfot,1754900194958,1754900195443,1754900195565,1754900195346,1754900195565,607,485,122,122,-219,219
msg_1754900197967_f7ckmhlyt,1754900197967,1754900198457,1754900198597,1754900198377,1754900198599,632,490,140,140,-220,222
msg_1754900200979_r4c7cets9,1754900200979,1754900201463,1754900201580,1754900201360,1754900201579,600,484,117,117,-220,219
msg_1754900203981_il2rfushg,1754900203981,1754900204467,1754900204592,1754900204372,1754900204595,614,486,125,125,-220,223
msg_1754900206982_yz9fn9iv5,1754900206982,1754900207468,1754900207593,1754900207374,1754900207596,614,486,125,125,-219,222
msg_1754900209996_kpcgvq0jy,1754900209996,1754900210655,1754900210735,1754900210515,1754900210737,741,659,80,80,-220,222
msg_1754900213001_iu8osh35d,1754900213001,1754900213490,1754900213602,1754900213427,1754900213651,650,489,112,112,-175,224
msg_1754900216004_dx34yzn6y,1754900216004,1754900216495,1754900216618,1754900216398,1754900216616,612,491,123,123,-220,218
msg_1754900219015_6ize2i2be,1754900219015,1754900219503,1754900219595,1754900219375,1754900219594,579,488,92,92,-220,219
msg_1754900222022_cu5dr7d7f,1754900222022,1754900222513,1754900222597,1754900222377,1754900222599,577,491,84,84,-220,222
msg_1754900225031_kt68v9nlf,1754900225031,1754900225520,1754900225680,1754900225460,1754900225681,650,489,160,160,-220,221
msg_1754900228041_jya7l8bq5,1754900228041,1754900228526,1754900228671,1754900228451,1754900228673,632,485,145,145,-220,222
msg_1754900231051_0kb3azpqb,1754900231051,1754900231541,1754900231597,1754900231378,1754900231599,548,490,56,56,-219,221
msg_1754900234062_xzhahmww1,1754900234062,1754900234549,1754900234692,1754900234472,1754900234691,629,487,143,143,-220,219
msg_1754900237075_4ry8b7ian,1754900237075,1754900237562,1754900237702,1754900237483,1754900237702,627,487,140,140,-219,219
msg_1754900240075_conm7qy7s,1754900240075,1754900240565,1754900240691,1754900240471,1754900240689,614,490,126,126,-220,218
msg_1754900243083_gpqgdsm15,1754900243083,1754900243573,1754900243676,1754900243456,1754900243674,591,490,103,103,-220,218
msg_1754900246089_fbq54gjo2,1754900246089,1754900246579,1754900246691,1754900246472,1754900246695,606,490,112,112,-219,223
msg_1754900249103_z4hqq162o,1754900249103,1754900249588,1754900249681,1754900249461,1754900249684,581,485,93,93,-220,223
msg_1754900252114_n2q9c7l84,1754900252114,1754900252602,1754900252773,1754900252553,1754900252775,661,488,171,171,-220,222
msg_1754900255121_lj4usgbby,1754900255121,1754900255608,1754900255698,1754900255478,1754900255700,579,487,90,90,-220,222
msg_1754900258133_sdhoqfcnh,1754900258133,1754900258617,1754900258801,1754900258581,1754900258804,671,484,184,184,-220,223
msg_1754900261145_8uf3j1bgw,1754900261145,1754900261632,1754900261683,1754900261463,1754900261704,559,487,51,51,-220,241
msg_1754900264158_7ch65943q,1754900264158,1754900264646,1754900264793,1754900264573,1754900264794,636,488,147,147,-220,221
msg_1754900267164_47new15fj,1754900267164,1754900267649,1754900267779,1754900267559,1754900267778,614,485,130,130,-220,219
msg_1754900270174_3nnfa0acq,1754900270174,1754900270665,1754900270794,1754900270575,1754900270793,619,491,129,129,-219,218
msg_1754900273180_6soiat7hl,1754900273180,1754900273668,1754900273795,1754900273575,1754900273795,615,488,127,127,-220,220
msg_1754900276188_vtrmygvtu,1754900276188,1754900276674,1754900276801,1754900276581,1754900276803,615,486,127,127,-220,222
msg_1754900279197_lfjnncwcu,1754900279197,1754900279708,1754900279783,1754900279564,1754900279784,587,511,75,75,-219,220
msg_1754900282206_ejmem768u,1754900282206,1754900282691,1754900282896,1754900282676,1754900282897,691,485,205,205,-220,221
msg_1754900285215_xlrsde3bw,1754900285215,1754900285703,1754900285798,1754900285578,1754900285800,585,488,95,95,-220,222
msg_1754900288220_p5pl5dwp6,1754900288220,1754900288710,1754900288874,1754900288654,1754900288877,657,490,164,164,-220,223
msg_1754900291226_u3yryzf5x,1754900291226,1754900291716,1754900291790,1754900291570,1754900291793,567,490,74,74,-220,223
msg_1754900294235_fy9lmzvs8,1754900294235,1754900294724,1754900294881,1754900294661,1754900294878,643,489,157,157,-220,217
msg_1754900297241_zdd1s6eyt,1754900297241,1754900297726,1754900297789,1754900297569,1754900297791,550,485,63,63,-220,222
msg_1754900300251_qwmqbg674,1754900300251,1754900300740,1754900300891,1754900300672,1754900300892,641,489,151,151,-219,220
msg_1754900303251_rm9suu3ej,1754900303251,1754900303740,1754900303865,1754900303645,1754900303868,617,489,125,125,-220,223
msg_1754900306256_e8s3kiapb,1754900306256,1754900306741,1754900306890,1754900306670,1754900306889,633,485,149,149,-220,219
msg_1754900309262_c2i3il79c,1754900309262,1754900309751,1754900309800,1754900309580,1754900309798,536,489,49,49,-220,218
msg_1754900312268_1da9hhy8h,1754900312268,1754900312758,1754900312902,1754900312682,1754900312899,631,490,144,144,-220,217
msg_1754900315282_hagborqcb,1754900315282,1754900315767,1754900315894,1754900315674,1754900315898,616,485,127,127,-220,224
msg_1754900318292_mp10u5uck,1754900318292,1754900318778,1754900318898,1754900318678,1754900318899,607,486,120,120,-220,221
msg_1754900321304_xrdylmq7v,1754900321304,1754900321793,1754900321892,1754900321673,1754900321894,590,489,99,99,-219,221
msg_1754900324313_yrp5dfsps,1754900324313,1754900324799,1754900324896,1754900324676,1754900324897,584,486,97,97,-220,221
msg_1754900327319_7ner0gi5u,1754900327319,1754900327805,1754900327882,1754900327662,1754900327883,564,486,77,77,-220,221
msg_1754900330328_tjc7xff9s,1754900330328,1754900330821,1754900330899,1754900330679,1754900330897,569,493,78,78,-220,218
msg_1754900333334_5wvbip2yu,1754900333334,1754900333821,1754900333948,1754900333728,1754900333949,615,487,127,127,-220,221
msg_1754900336344_ben4kvfdk,1754900336344,1754900336838,1754900336968,1754900336748,1754900336969,625,494,130,130,-220,221
msg_1754900339355_8fz1dqzm1,1754900339355,1754900339839,1754900339893,1754900339673,1754900339895,540,484,54,54,-220,222
msg_1754900342367_ylau7m0db,1754900342367,1754900342854,1754900342995,1754900342775,1754900342996,629,487,141,141,-220,221
msg_1754900345373_q3r9raeob,1754900345373,1754900345858,1754900345977,1754900345758,1754900345980,607,485,119,119,-219,222
msg_1754900348380_fqrjvurx1,1754900348380,1754900348866,1754900348990,1754900348770,1754900348987,607,486,124,124,-220,217
msg_1754900351393_vydc65ks5,1754900351393,1754900351879,1754900351980,1754900351759,1754900351981,588,486,101,101,-221,222
msg_1754900354399_yh0wxqsg6,1754900354399,1754900354886,1754900355182,1754900354962,1754900355181,782,487,296,296,-220,219
msg_1754900357410_s1bfb7hst,1754900357410,1754900357901,1754900357993,1754900357773,1754900357990,580,491,92,92,-220,217
msg_1754900360417_0h4woqdr8,1754900360417,1754900360907,1754900361265,1754900361045,1754900361267,850,490,358,358,-220,222
msg_1754900363424_57cpfnwsw,1754900363424,1754900363913,1754900364085,1754900363865,1754900364087,663,489,172,172,-220,222
msg_1754900366430_xq1ik2cpm,1754900366430,1754900366918,1754900367077,1754900366857,1754900367075,645,488,159,159,-220,218
msg_1754900369435_q9k9n6dt8,1754900369435,1754900369923,1754900369985,1754900369765,1754900369982,547,488,62,62,-220,217
msg_1754900372443_tsxn8srns,1754900372443,1754900372930,1754900373096,1754900372877,1754900373099,656,487,166,166,-219,222
msg_1754900375448_u4jov1lma,1754900375448,1754900375938,1754900376167,1754900375947,1754900376201,753,490,229,229,-220,254
msg_1754900378456_fopojgmsu,1754900378456,1754900378946,1754900379089,1754900378870,1754900379088,632,490,143,143,-219,218
msg_1754900381470_mc1finzvd,1754900381470,1754900381958,1754900382079,1754900381859,1754900382077,607,488,121,121,-220,218
msg_1754900384480_mldnlqdbl,1754900384480,1754900384970,1754900385184,1754900384965,1754900385188,708,490,214,214,-219,223
msg_1754900387487_0qjquphpk,1754900387487,1754900387971,1754900388075,1754900387855,1754900388074,587,484,104,104,-220,219
msg_1754900390499_yf61l971k,1754900390499,1754900390989,1754900391091,1754900390872,1754900391090,591,490,102,102,-219,218
msg_1754900393502_5a8wnm6w0,1754900393502,1754900393988,1754900394092,1754900393872,1754900394099,597,486,104,104,-220,227
msg_1754900396509_d1dpf1poj,1754900396509,1754900396994,1754900397189,1754900396972,1754900397194,685,485,195,195,-217,222
msg_1754900399520_t6c21ooyl,1754900399520,1754900400009,1754900400095,1754900399875,1754900400099,579,489,86,86,-220,224
msg_1754900402530_h646i0r12,1754900402530,1754900403017,1754900403183,1754900402963,1754900403182,652,487,166,166,-220,219
msg_1754900405540_d1olbxvzx,1754900405540,1754900406028,1754900406167,1754900405948,1754900406168,628,488,139,139,-219,220
msg_1754900408545_cvwdes0p6,1754900408545,1754900409034,1754900409193,1754900408974,1754900409195,650,489,159,159,-219,221
msg_1754900411555_r958d66wf,1754900411555,1754900412044,1754900412166,1754900411947,1754900412170,615,489,122,122,-219,223
msg_1754900414560_yn9919ylg,1754900414560,1754900415048,1754900415565,1754900415346,1754900415566,1006,488,517,517,-219,220
msg_1754900417573_dx681msha,1754900417573,1754900418062,1754900418165,1754900417946,1754900418164,591,489,103,103,-219,218
msg_1754900420585_cj212z4cb,1754900420585,1754900421075,1754900421249,1754900421030,1754900421255,670,490,174,174,-219,225
msg_1754900423595_mp82oi65e,1754900423595,1754900424079,1754900424178,1754900423959,1754900424176,581,484,99,99,-219,217
msg_1754900426601_27qly7vc3,1754900426601,1754900427086,1754900427420,1754900427201,1754900427418,817,485,334,334,-219,217
msg_1754900429611_1ta159t42,1754900429611,1754900430099,1754900430266,1754900430046,1754900430265,654,488,167,167,-220,219
msg_1754900432621_1xzzxkniq,1754900432621,1754900433108,1754900433291,1754900433071,1754900433294,673,487,183,183,-220,223
msg_1754900435631_8d0snovdo,1754900435631,1754900436116,1754900436374,1754900436155,1754900436372,741,485,258,258,-219,217
msg_1754900438639_nrmi7sd3z,1754900438639,1754900439127,1754900439291,1754900439071,1754900439291,652,488,164,164,-220,220
msg_1754900441646_pesk7jtly,1754900441646,1754900442135,1754900442206,1754900441986,1754900442206,560,489,71,71,-220,220
msg_1754900444649_sdeuzsbie,1754900444649,1754900445138,1754900445283,1754900445064,1754900445286,637,489,145,145,-219,222
msg_1754900447662_32nr1b06h,1754900447662,1754900448146,1754900448197,1754900447977,1754900448197,535,484,51,51,-220,220
msg_1754900450664_wuppncua8,1754900450664,1754900451154,1754900451289,1754900451069,1754900451288,624,490,135,135,-220,219
msg_1754900453664_p35c7va71,1754900453664,1754900454151,1754900454240,1754900454021,1754900454241,577,487,89,89,-219,220
msg_1754900456675_q021mz78i,1754900456675,1754900457164,1754900457477,1754900457257,1754900457479,804,489,313,313,-220,222
msg_1754900459682_5q63zo7x5,1754900459682,1754900460170,1754900460271,1754900460052,1754900460274,592,488,101,101,-219,222
msg_1754900462692_ufg3i3f3x,1754900462692,1754900463179,1754900463288,1754900463068,1754900463288,596,487,109,109,-220,220
msg_1754900465700_iuho28i5e,1754900465700,1754900466188,1754900466297,1754900466078,1754900466301,601,488,109,109,-219,223
msg_1754900468710_44j3ypne3,1754900468710,1754900469300,1754900469398,1754900469179,1754900469399,689,590,98,98,-219,220
msg_1754900471718_bk0cumsw2,1754900471718,1754900472206,1754900472381,1754900472161,1754900472380,662,488,175,175,-220,219
msg_1754900474728_kn9f7x35h,1754900474729,1754900475215,1754900475586,1754900475366,1754900475586,857,486,371,371,-220,220
msg_1754900477737_u7dd9bkdf,1754900477737,1754900478222,1754900478367,1754900478147,1754900478371,634,485,145,145,-220,224
msg_1754900480750_qmsaa1u67,1754900480750,1754900481239,1754900481377,1754900481158,1754900481380,630,489,138,138,-219,222
msg_1754900483758_mqk7o7hen,1754900483758,1754900484244,1754900484298,1754900484079,1754900484301,543,486,54,54,-219,222
msg_1754900486771_wlzlg5vla,1754900486771,1754900487257,1754900487683,1754900487463,1754900487680,909,486,426,426,-220,217
msg_1754900489780_jnxskorqw,1754900489780,1754900490270,1754900490385,1754900490166,1754900490388,608,490,115,115,-219,222
msg_1754900492793_qrteswmv0,1754900492793,1754900493280,1754900493498,1754900493278,1754900493497,704,487,218,218,-220,219
msg_1754900495797_o7tqw5l1m,1754900495797,1754900496287,1754900496398,1754900496179,1754900496396,599,490,111,111,-219,217
msg_1754900498802_vhx1u9vpx,1754900498802,1754900499290,1754900499501,1754900499281,1754900499501,699,488,211,211,-220,220
msg_1754900501812_mml8o9xka,1754900501812,1754900502299,1754900502398,1754900502180,1754900502401,589,487,99,99,-218,221
msg_1754900504821_yx8u21wef,1754900504821,1754900505311,1754900505404,1754900505185,1754900505402,581,490,93,93,-219,217
msg_1754900507834_ytc5kqjj5,1754900507834,1754900508321,1754900508492,1754900508273,1754900508494,660,487,171,171,-219,221
msg_1754900510836_7t0tf7zso,1754900510836,1754900511324,1754900511473,1754900511253,1754900511472,636,488,149,149,-220,219
msg_1754900513837_nlefh2vf0,1754900513837,1754900514328,1754900514393,1754900514173,1754900514393,556,491,65,65,-220,220
msg_1754900516847_3gesyn7gh,1754900516847,1754900517335,1754900517660,1754900517440,1754900517663,816,488,325,325,-220,223
msg_1754900519858_dxczfb4ok,1754900519858,1754900520346,1754900520402,1754900520182,1754900520402,544,488,56,56,-220,220
msg_1754900522867_fqrwhjdm0,1754900522867,1754900523355,1754900523569,1754900523350,1754900523572,705,488,214,214,-219,222
msg_1754900525878_22a8dv7xt,1754900525878,1754900526362,1754900526474,1754900526254,1754900526477,599,484,112,112,-220,223
msg_1754900528884_em1rcg67j,1754900528884,1754900529370,1754900529505,1754900529285,1754900529506,622,486,135,135,-220,221
msg_1754900531891_v8otj7ti7,1754900531891,1754900532380,1754900532485,1754900532266,1754900532488,597,489,105,105,-219,222
msg_1754900534894_qsblkztlr,1754900534894,1754900535382,1754900535798,1754900535579,1754900535797,903,488,416,416,-219,218
msg_1754900537903_1l63neauz,1754900537903,1754900538388,1754900538578,1754900538359,1754900538580,677,485,190,190,-219,221
msg_1754900540916_yzw2h8udy,1754900540916,1754900541400,1754900541572,1754900541353,1754900541572,656,484,172,172,-219,219
msg_1754900543921_4nhh6ktzj,1754900543921,1754900544407,1754900544490,1754900544271,1754900544492,571,486,83,83,-219,221
msg_1754900546930_1lbqykaaz,1754900546930,1754900547415,1754900547614,1754900547395,1754900547614,684,485,199,199,-219,219
msg_1754900549937_bsm1k9hlc,1754900549937,1754900550424,1754900550490,1754900550270,1754900550492,555,487,66,66,-220,222
msg_1754900552947_jfvc6o1b7,1754900552947,1754900553437,1754900553502,1754900553282,1754900553502,555,490,65,65,-220,220
msg_1754900555957_l5il6x4fb,1754900555957,1754900556441,1754900556500,1754900556281,1754900556502,545,484,59,59,-219,221
msg_1754900558963_0o8xnvvyz,1754900558963,1754900559451,1754900559625,1754900559406,1754900559626,663,488,174,174,-219,220
msg_1754900561971_00b3rk1m0,1754900561971,1754900562461,1754900562589,1754900562369,1754900562587,616,490,128,128,-220,218
msg_1754900564978_3287c445l,1754900564978,1754900565464,1754900565591,1754900565372,1754900565588,610,486,127,127,-219,216
msg_1754900567986_4il8pd3ti,1754900567986,1754900568477,1754900568589,1754900568369,1754900568590,604,491,112,112,-220,221
msg_1754900570994_vficqr3wl,1754900570994,1754900571487,1754900571687,1754900571468,1754900571686,692,493,200,200,-219,218
msg_1754900574007_hwexgk29n,1754900574007,1754900574496,1754900574620,1754900574401,1754900574624,617,489,124,124,-219,223
msg_1754900577006_236mfn636,1754900577006,1754900577497,1754900577682,1754900577462,1754900577679,673,491,185,185,-220,217
msg_1754900580008_rnx6ib2u1,1754900580008,1754900580497,1754900580666,1754900580448,1754900580668,660,489,169,169,-218,220
msg_1754900583021_1b2jk1uek,1754900583021,1754900583508,1754900583666,1754900583447,1754900583668,647,487,158,158,-219,221
msg_1754900586034_shhhzkcwv,1754900586034,1754900586522,1754900586595,1754900586376,1754900586607,573,488,73,73,-219,231
msg_1754900589044_tmskkqplk,1754900589044,1754900589530,1754900589678,1754900589459,1754900589678,634,486,148,148,-219,219
msg_1754900592058_xfsilxkm9,1754900592058,1754900592547,1754900592687,1754900592468,1754900592688,630,489,140,140,-219,220
msg_1754900595066_a9xyg5yic,1754900595066,1754900595550,1754900595796,1754900595577,1754900595798,732,484,246,246,-219,221
msg_1754900598076_qgi5iskgv,1754900598076,1754900598565,1754900598684,1754900598465,1754900598687,611,489,119,119,-219,222
msg_1754900601092_53w8d1jnt,1754900601092,1754900601578,1754900601691,1754900601472,1754900601695,603,486,113,113,-219,223
msg_1754900604107_sd9zjvknz,1754900604107,1754900604594,1754900604863,1754900604645,1754900604867,760,487,269,269,-218,222
msg_1754900607117_cj7zi6i30,1754900607117,1754900607610,1754900607695,1754900607476,1754900607698,581,493,85,85,-219,222
msg_1754900610127_3i401opro,1754900610127,1754900610615,1754900610771,1754900610552,1754900610772,645,488,156,156,-219,220
msg_1754900613135_qt3iws490,1754900613135,1754900613621,1754900613696,1754900613477,1754900613694,559,486,75,75,-219,217
msg_1754900616140_hwffy6rhk,1754900616140,1754900616629,1754900616695,1754900616476,1754900616694,554,489,66,66,-219,218
msg_1754900619148_b4n6jl92l,1754900619148,1754900619637,1754900619783,1754900619564,1754900619783,635,489,146,146,-219,219
msg_1754900622161_2wl43t2ut,1754900622161,1754900622649,1754900622861,1754900622642,1754900622861,700,488,212,212,-219,219
msg_1754900625171_qo7t5meis,1754900625171,1754900625659,1754900625791,1754900625572,1754900625793,622,488,132,132,-219,221
msg_1754900628184_kyddj71ms,1754900628184,1754900628675,1754900628779,1754900628560,1754900628778,594,491,104,104,-219,218
msg_1754900631196_rno8sdy0l,1754900631196,1754900631688,1754900631877,1754900631658,1754900631878,682,492,189,189,-219,220
msg_1754900634199_bc5a00j8x,1754900634199,1754900634688,1754900634795,1754900634576,1754900634799,600,489,107,107,-219,223
msg_1754900637201_v9szh9c8p,1754900637201,1754900637689,1754900637887,1754900637668,1754900637887,686,488,198,198,-219,219
msg_1754900640210_1tcpfh5es,1754900640210,1754900640699,1754900640800,1754900640581,1754900640802,592,489,101,101,-219,221
msg_1754900643220_mkov0sibn,1754900643220,1754900643709,1754900643879,1754900643660,1754900643883,663,489,170,170,-219,223
msg_1754900646232_rdj0v0gr0,1754900646232,1754900646717,1754900646862,1754900646643,1754900646865,633,485,145,145,-219,222
